ensembl_id	gene_symbol	type	entrezgene
ENSG00000163735	CXCL5	gene	6374
ENSG00000163734	CXCL3	gene	2921
ENSG00000081041	CXCL2	gene	2920
ENSG00000163738	MTHFD2L	gene	441024
ENSG00000269559	AC093677.1	gene	NA
ENSG00000182585	EPGN	gene	255324
ENSG00000124882	EREG	gene	2069
ENSG00000109321	AREG	gene	374
ENSG00000205595	AREGB	gene	NA
ENSG00000174808	BTC	gene	685
ENSG00000169116	PARM1	gene	25849
ENSG00000163743	RCHY1	gene	25898
ENSG00000174796	THAP6	gene	152815
ENSG00000174792	C4orf26	gene	152816
ENSG00000138769	CDKL2	gene	8999
ENSG00000138757	G3BP2	gene	9908
ENSG00000138768	USO1	gene	8615
ENSG00000156194	PPEF2	gene	5470
ENSG00000138744	NAAA	gene	27163
ENSG00000198301	SDAD1	gene	55153
ENSG00000268788	AC110615.1	gene	NA
ENSG00000138755	CXCL9	gene	4283
ENSG00000156219	ART3	gene	419
ENSG00000169245	CXCL10	gene	3627
ENSG00000169248	CXCL11	gene	6373
ENSG00000138750	NUP54	gene	53371
ENSG00000138760	SCARB2	gene	950
ENSG00000189157	FAM47E	gene	100129583
ENSG00000272414	FAM47E	gene	100631383
ENSG00000118804	FAM47E-STBD1	gene	8987
ENSG00000163749	CCDC158	gene	339965
ENSG00000138771	SHROOM3	gene	57619
ENSG00000186212	SOWAHB	gene	345079
ENSG00000138758	SEPT11	gene	55752
ENSG00000118816	CCNI	gene	10983
ENSG00000138764	CCNG2	gene	901
ENSG00000156234	CXCL13	gene	10563
ENSG00000138767	CNOT6L	gene	246175
ENSG00000169288	MRPL1	gene	65008
ENSG00000138759	FRAS1	gene	80144
ENSG00000138772	ANXA3	gene	306
ENSG00000138756	BMP2K	gene	55589
ENSG00000163291	PAQR3	gene	152559
ENSG00000156269	NAA11	gene	84779
ENSG00000196475	GK2	gene	2712
ENSG00000163297	ANTXR2	gene	118429
ENSG00000152784	PRDM8	gene	56978
ENSG00000138675	FGF5	gene	2250
ENSG00000197826	C4orf22	gene	255119
ENSG00000152785	BMP3	gene	651
ENSG00000138669	PRKG2	gene	5593
ENSG00000138670	RASGEF1B	gene	153020
ENSG00000138668	HNRNPD	gene	3184
ENSG00000152795	HNRNPDL	gene	9987
ENSG00000145293	ENOPH1	gene	58478
ENSG00000249242	TMEM150C	gene	441027
ENSG00000145284	SCD5	gene	79966
ENSG00000138674	SEC31A	gene	22872
ENSG00000168152	THAP9	gene	79725
ENSG00000189308	LIN54	gene	132660
ENSG00000138663	COPS4	gene	51138
ENSG00000145287	PLAC8	gene	51316
ENSG00000173085	COQ2	gene	27235
ENSG00000173083	HPSE	gene	10855
ENSG00000163312	HELQ	gene	113510
ENSG00000163319	MRPS18C	gene	51023
ENSG00000163322	FAM175A	gene	84142
ENSG00000138678	AGPAT9	gene	84803
ENSG00000163623	NKX6-1	gene	4825
ENSG00000163624	CDS1	gene	1040
ENSG00000163625	WDFY3	gene	23001
ENSG00000138639	ARHGAP24	gene	83478
ENSG00000109339	MAPK10	gene	5602
ENSG00000163629	PTPN13	gene	5783
ENSG00000145283	SLC10A6	gene	345274
ENSG00000163633	C4orf36	gene	132989
ENSG00000172493	AFF1	gene	4299
ENSG00000145332	KLHL8	gene	57563
ENSG00000170509	HSD17B13	gene	345275
ENSG00000198189	HSD17B11	gene	51170
ENSG00000170502	NUDT9	gene	53343
ENSG00000152583	SPARCL1	gene	8404
ENSG00000152591	DSPP	gene	1834
ENSG00000152592	DMP1	gene	1758
ENSG00000029559	IBSP	gene	3381
ENSG00000152595	MEPE	gene	56955
ENSG00000118785	SPP1	gene	6696
ENSG00000118762	PKD2	gene	5311
ENSG00000118777	ABCG2	gene	9429
ENSG00000163644	PPM1K	gene	152926
ENSG00000138642	HERC6	gene	55008
ENSG00000138646	HERC5	gene	51191
ENSG00000145337	PYURF	gene	100996939
ENSG00000138641	HERC3	gene	8916
ENSG00000255072	PIGY	gene	84992
ENSG00000177432	NAP1L5	gene	266812
ENSG00000138640	FAM13A	gene	10144
ENSG00000180346	TIGD2	gene	166815
ENSG00000185477	GPRIN3	gene	285513
ENSG00000145335	SNCA	gene	6622
ENSG00000138722	MMRN1	gene	22915
ENSG00000184305	CCSER1	gene	401145
ENSG00000249049	RP11-763F8.1	gene	NA
ENSG00000248511	RP11-9B6.1	gene	NA
ENSG00000152208	GRID2	gene	2895
ENSG00000172238	ATOH1	gene	474
ENSG00000163104	SMARCAD1	gene	56916
ENSG00000163106	HPGDS	gene	27306
ENSG00000163110	PDLIM5	gene	10611
ENSG00000138696	BMPR1B	gene	658
ENSG00000182168	UNC5C	gene	8633
ENSG00000163114	PDHA2	gene	5161
ENSG00000163116	STPG2	gene	285555
ENSG00000138698	RAP1GDS1	gene	5910
ENSG00000168785	TSPAN5	gene	10098
ENSG00000151247	EIF4E	gene	1977
ENSG00000164024	METAP1	gene	23173
ENSG00000197894	ADH5	gene	128
ENSG00000198099	ADH4	gene	127
ENSG00000172955	ADH6	gene	130
ENSG00000187758	ADH1A	gene	124
ENSG00000196616	ADH1B	gene	125
ENSG00000196344	ADH7	gene	131
ENSG00000138813	C4orf17	gene	84103
ENSG00000145331	TRMT10A	gene	93587
ENSG00000138823	MTTP	gene	4547
ENSG00000248713	RP11-766F14.2	gene	285556
ENSG00000070190	DAPP1	gene	27071
ENSG00000109270	LAMTOR3	gene	8649
ENSG00000164031	DNAJB14	gene	79982
ENSG00000164032	H2AFZ	gene	3015
ENSG00000145358	DDIT4L	gene	115265
ENSG00000164035	EMCN	gene	51705
ENSG00000138814	PPP3CA	gene	5530
ENSG00000254531	AP001816.1	gene	90024
ENSG00000153064	BANK1	gene	55024
ENSG00000138821	SLC39A8	gene	64116
ENSG00000109320	NFKB1	gene	4790
ENSG00000109323	MANBA	gene	4126
ENSG00000109332	UBE2D3	gene	7323
ENSG00000145354	CISD2	gene	493856
ENSG00000164037	SLC9B1	gene	150159
ENSG00000164038	SLC9B2	gene	133308
ENSG00000164039	BDH2	gene	56898
ENSG00000138778	CENPE	gene	1062
ENSG00000169836	TACR3	gene	6870
ENSG00000168772	CXXC4	gene	80319
ENSG00000168769	TET2	gene	54790
ENSG00000138777	PPA2	gene	27068
ENSG00000236699	ARHGEF38	gene	54848
ENSG00000138785	INTS12	gene	57117
ENSG00000138780	GSTCD	gene	79807
ENSG00000168743	NPNT	gene	255743
ENSG00000145348	TBCK	gene	93627
ENSG00000164022	AIMP1	gene	9255
ENSG00000155011	DKK2	gene	27123
ENSG00000138801	PAPSS1	gene	9061
ENSG00000164023	SGMS2	gene	166929
ENSG00000155016	CYP2U1	gene	113612
ENSG00000138796	HADH	gene	3033
ENSG00000138795	LEF1	gene	51176
ENSG00000109475	RPL34	gene	6164
ENSG00000198856	OSTC	gene	58505
ENSG00000164089	ETNPPL	gene	64850
ENSG00000188517	COL25A1	gene	84570
ENSG00000138802	SEC24B	gene	10427
ENSG00000005059	CCDC109B	gene	55013
ENSG00000138794	CASP6	gene	839
ENSG00000123739	PLA2G12A	gene	81579
ENSG00000205403	CFI	gene	3426
ENSG00000109534	GAR1	gene	54433
ENSG00000180245	RRH	gene	10692
ENSG00000183423	LRIT3	gene	345193
ENSG00000138798	EGF	gene	1950
ENSG00000170522	ELOVL6	gene	79071
ENSG00000138792	ENPEP	gene	2028
ENSG00000164093	PITX2	gene	5308
ENSG00000174749	C4orf32	gene	132720
ENSG00000138660	AP1AR	gene	55435
ENSG00000145365	TIFA	gene	92610
ENSG00000073331	ALPK1	gene	80216
ENSG00000178403	NEUROG2	gene	63973
ENSG00000138658	C4orf21	gene	55345
ENSG00000174720	LARP7	gene	51574
ENSG00000145362	ANK2	gene	287
ENSG00000145349	CAMK2D	gene	817
ENSG00000180801	ARSJ	gene	79642
ENSG00000174607	UGT8	gene	7368
ENSG00000138653	NDST4	gene	64579
ENSG00000270394	MTRNR2L13	gene	NA
ENSG00000174599	TRAM1L1	gene	133022
ENSG00000164100	NDST3	gene	9348
ENSG00000164099	PRSS12	gene	8492
ENSG00000145388	METTL14	gene	57721
ENSG00000150961	SEC24D	gene	9871
ENSG00000172403	SYNPO2	gene	171024
ENSG00000172399	MYOZ2	gene	51778
ENSG00000178636	RP11-455G16.1	gene	101929762
ENSG00000145390	USP53	gene	54532
ENSG00000164096	C4orf3	gene	401152
ENSG00000145384	FABP2	gene	2169
ENSG00000138735	PDE5A	gene	8654
ENSG00000164109	MAD2L1	gene	4085
ENSG00000138738	PRDM5	gene	11107
ENSG00000173376	NDNF	gene	79625
ENSG00000050730	TNIP3	gene	79931
ENSG00000186867	QRFPR	gene	84109
ENSG00000164111	ANXA5	gene	308
ENSG00000164112	TMEM155	gene	132332
ENSG00000226757	AC079341.1	gene	100192379
ENSG00000123737	EXOSC9	gene	5393
ENSG00000145386	CCNA2	gene	890
ENSG00000138686	BBS7	gene	55212
ENSG00000138741	TRPC3	gene	7222
ENSG00000138688	KIAA1109	gene	84162
ENSG00000164113	ADAD1	gene	132612
ENSG00000109471	IL2	gene	3558
ENSG00000138684	IL21	gene	59067
ENSG00000181004	BBS12	gene	166379
ENSG00000138685	FGF2	gene	2247
ENSG00000170917	NUDT6	gene	11162
ENSG00000145375	SPATA5	gene	166378
ENSG00000164056	SPRY1	gene	10252
ENSG00000151458	ANKRD50	gene	57182
ENSG00000196159	FAT4	gene	79633
ENSG00000164066	INTU	gene	27152
ENSG00000151475	SLC25A31	gene	83447
ENSG00000164070	HSPA4L	gene	22824
ENSG00000142731	PLK4	gene	10733
ENSG00000164073	MFSD8	gene	256471
ENSG00000164074	C4orf29	gene	80167
ENSG00000138709	LARP1B	gene	55132
ENSG00000164040	PGRMC2	gene	10424
ENSG00000077684	PHF17	gene	79960
ENSG00000151466	SCLT1	gene	132320
ENSG00000151470	C4orf33	gene	132321
ENSG00000248369	RP11-62N21.1	gene	NA
ENSG00000138650	PCDH10	gene	57575
ENSG00000254535	PABPC4L	gene	132430
ENSG00000189184	PCDH18	gene	54510
ENSG00000151012	SLC7A11	gene	23657
ENSG00000151014	CCRN4L	gene	25819
ENSG00000109381	ELF2	gene	1998
ENSG00000137463	MGARP	gene	84709
ENSG00000109390	NDUFC1	gene	4717
ENSG00000164134	NAA15	gene	80155
ENSG00000172007	RAB33B	gene	83452
ENSG00000145391	SETD7	gene	80854
ENSG00000085871	MGST2	gene	4258
ENSG00000196782	MAML3	gene	55534
ENSG00000153130	SCOC	gene	60592
ENSG00000153132	CLGN	gene	1047
ENSG00000205301	RP11-542P2.1	gene	152586
ENSG00000179387	ELMOD2	gene	255520
ENSG00000109424	UCP1	gene	7350
ENSG00000109436	TBC1D9	gene	23158
ENSG00000170153	RNF150	gene	57484
ENSG00000109445	ZNF330	gene	27309
ENSG00000164136	IL15	gene	3600
ENSG00000109452	INPP4B	gene	8821
ENSG00000170185	USP38	gene	84640
ENSG00000109458	GAB1	gene	2549
ENSG00000153147	SMARCA5	gene	8467
ENSG00000183090	FREM3	gene	166752
ENSG00000197465	GYPE	gene	2996
ENSG00000250361	GYPB	gene	2994
ENSG00000170180	GYPA	gene	2993
ENSG00000164161	HHIP	gene	64399
ENSG00000164162	ANAPC10	gene	10393
ENSG00000164163	ABCE1	gene	6059
ENSG00000164164	OTUD4	gene	54726
ENSG00000170365	SMAD1	gene	4086
ENSG00000151611	MMAA	gene	166785
ENSG00000237136	C4orf51	gene	646603
ENSG00000151612	ZNF827	gene	152485
ENSG00000164167	LSM6	gene	11157
ENSG00000250673	RP11-6L6.2	gene	345051
ENSG00000120519	SLC10A7	gene	84068
ENSG00000151615	POU4F2	gene	5458
ENSG00000137473	TTC29	gene	83894
ENSG00000151617	EDNRA	gene	1909
ENSG00000164168	TMEM184C	gene	55751
ENSG00000164169	PRMT10	gene	90826
ENSG00000071205	ARHGAP10	gene	79658
ENSG00000151623	NR3C2	gene	4306
ENSG00000170390	DCLK2	gene	166614
ENSG00000198589	LRBA	gene	987
ENSG00000181541	MAB21L2	gene	10586
ENSG00000145425	RPS3A	gene	6189
ENSG00000109686	SH3D19	gene	152503
ENSG00000189099	PRSS48	gene	345062
ENSG00000164142	FAM160A1	gene	729830
ENSG00000059691	PET112	gene	5188
ENSG00000109670	FBXW7	gene	55294
ENSG00000170006	TMEM154	gene	201799
ENSG00000169989	TIGD4	gene	201798
ENSG00000164144	ARFIP1	gene	27236
ENSG00000137460	FHDC1	gene	85462
ENSG00000109654	TRIM2	gene	23321
ENSG00000121211	MND1	gene	84057
ENSG00000121210	KIAA0922	gene	23240
ENSG00000137462	TLR2	gene	7097
ENSG00000145428	RNF175	gene	285533
ENSG00000145423	SFRP2	gene	6423
ENSG00000197410	DCHS2	gene	54798
ENSG00000171566	PLRG1	gene	5356
ENSG00000171564	FGB	gene	2244
ENSG00000171560	FGA	gene	2243
ENSG00000171557	FGG	gene	2266
ENSG00000121207	LRAT	gene	9227
ENSG00000151962	RBM46	gene	166863
ENSG00000185149	NPY2R	gene	4887
ENSG00000164114	MAP9	gene	79884
ENSG00000164116	GUCY1A3	gene	2982
ENSG00000061918	GUCY1B3	gene	2983
ENSG00000256394	ASIC5	gene	51802
ENSG00000151790	TDO2	gene	6999
ENSG00000256043	CTSO	gene	1519
ENSG00000251283	RP11-171N4.2	gene	NA
ENSG00000145431	PDGFC	gene	56034
ENSG00000109738	GLRB	gene	2743
ENSG00000120251	GRIA2	gene	2891
ENSG00000164125	FAM198B	gene	51313
ENSG00000164124	TMEM144	gene	55314
ENSG00000171509	RXFP1	gene	59350
ENSG00000205208	C4orf46	gene	201725
ENSG00000171503	ETFDH	gene	2110
ENSG00000171497	PPID	gene	5481
ENSG00000052795	FNIP2	gene	57600
ENSG00000164123	C4orf45	gene	152940
ENSG00000109756	RAPGEF2	gene	9693
ENSG00000168843	FSTL5	gene	56884
ENSG00000145414	NAF1	gene	92345
ENSG00000164128	NPY1R	gene	4886
ENSG00000164129	NPY5R	gene	4889
ENSG00000151005	TKTL2	gene	84076
ENSG00000198498	TMA16	gene	55319
ENSG00000145416	MARCH1	gene	55016
ENSG00000183439	TRIM61	gene	391712
ENSG00000250486	FAM218A	gene	152756
ENSG00000176979	TRIM60	gene	166655
ENSG00000170088	TMEM192	gene	201931
ENSG00000109466	KLHL2	gene	11275
ENSG00000052802	MSMO1	gene	6307
ENSG00000109472	CPE	gene	1363
ENSG00000038295	TLL1	gene	7092
ENSG00000196104	SPOCK3	gene	50859
ENSG00000109511	ANXA10	gene	11199
ENSG00000137628	DDX60	gene	55601
ENSG00000181381	DDX60L	gene	91351
ENSG00000129116	PALLD	gene	23022
ENSG00000145439	CBR4	gene	84869
ENSG00000154447	SH3RF1	gene	57630
ENSG00000137601	NEK1	gene	4750
ENSG00000109572	CLCN3	gene	1182
ENSG00000056050	C4orf27	gene	54969
ENSG00000198948	MFAP3L	gene	9848
ENSG00000109576	AADAT	gene	51166
ENSG00000174473	GALNTL6	gene	442117
ENSG00000109586	GALNT7	gene	51809
ENSG00000164104	HMGB2	gene	3148
ENSG00000164105	SAP30	gene	8819
ENSG00000164106	SCRG1	gene	11341
ENSG00000164107	HAND2	gene	9464
ENSG00000164117	FBXO8	gene	26269
ENSG00000164118	CEP44	gene	80817
ENSG00000164120	HPGD	gene	3248
ENSG00000145451	GLRA3	gene	8001
ENSG00000168594	ADAM29	gene	11086
ENSG00000150625	GPM6A	gene	2823
ENSG00000150627	WDR17	gene	116966
ENSG00000150628	SPATA4	gene	132851
ENSG00000164122	ASB5	gene	140458
ENSG00000129128	SPCS3	gene	60559
ENSG00000150630	VEGFC	gene	7424
ENSG00000249008	RP11-487E13.1	gene	NA
ENSG00000109674	NEIL3	gene	55247
ENSG00000038002	AGA	gene	175
ENSG00000231171	RP11-389E17.1	gene	285501
ENSG00000218336	TENM3	gene	55714
ENSG00000129187	DCTD	gene	1635
ENSG00000151718	WWC2	gene	80014
ENSG00000177300	CLDN22	gene	53842
ENSG00000185758	CLDN24	gene	100132463
ENSG00000168564	CDKN2AIP	gene	55602
ENSG00000168556	ING2	gene	3622
ENSG00000182552	RWDD4	gene	201965
ENSG00000168538	TRAPPC11	gene	60684
ENSG00000173320	STOX2	gene	56977
ENSG00000164303	ENPP6	gene	133121
ENSG00000168310	IRF2	gene	3660
ENSG00000164305	CASP3	gene	836
ENSG00000164306	PRIMPOL	gene	201973
ENSG00000151725	MLF1IP	gene	79682
ENSG00000151726	ACSL1	gene	2180
ENSG00000251139	RP11-701P16.2	gene	NA
ENSG00000187821	HELT	gene	391723
ENSG00000151729	SLC25A4	gene	291
ENSG00000164323	KIAA1430	gene	57587
ENSG00000109762	SNX25	gene	83891
ENSG00000109771	LRP2BP	gene	55805
ENSG00000186352	ANKRD37	gene	353322
ENSG00000109775	UFSP2	gene	55325
ENSG00000205129	C4orf47	gene	441054
ENSG00000168491	CCDC110	gene	256309
ENSG00000249679	RP11-279O9.4	gene	105377590
ENSG00000154553	PDLIM3	gene	27295
ENSG00000154556	SORBS2	gene	8470
ENSG00000164342	TLR3	gene	7098
ENSG00000109794	FAM149A	gene	25854
ENSG00000269302	AC110771.1	gene	NA
ENSG00000145476	CYP4V2	gene	285440
ENSG00000164344	KLKB1	gene	3818
ENSG00000088926	F11	gene	2160
ENSG00000272297	RP11-215A19.2	gene	NA
ENSG00000168412	MTNR1A	gene	4543
ENSG00000083857	FAT1	gene	2195
ENSG00000179059	ZFP42	gene	132625
ENSG00000179046	TRIML2	gene	205860
ENSG00000184108	TRIML1	gene	339976
ENSG00000109536	FRG1	gene	2483
ENSG00000205097	FRG2	gene	448831
ENSG00000258755	DUX4L7	gene	NA
ENSG00000258697	DUX4L6	gene	NA
ENSG00000259063	DUX4L5	gene	NA
ENSG00000258834	DUX4L4	gene	NA
ENSG00000258389	DUX4	gene	NA
ENSG00000259034	DUX4L3	gene	NA
ENSG00000259128	DUX4L2	gene	NA
ENSG00000153404	PLEKHG4B	gene	153478
ENSG00000185028	LRRC14B	gene	389257
ENSG00000164366	CCDC127	gene	133957
ENSG00000073578	SDHA	gene	6389
ENSG00000249915	PDCD6	gene	10016
ENSG00000063438	AHRR	gene	57491
ENSG00000221990	C5orf55	gene	116349
ENSG00000180104	EXOC3	gene	11336
ENSG00000188242	CTD-2228K2.5	gene	25845
ENSG00000066230	SLC9A3	gene	6550
ENSG00000112877	CEP72	gene	55722
ENSG00000171368	TPPP	gene	11076
ENSG00000268885	AC026740.1	gene	NA
ENSG00000188818	ZDHHC11	gene	79844
ENSG00000206077	ZDHHC11B	gene	653082
ENSG00000028310	BRD9	gene	65980
ENSG00000071539	TRIP13	gene	9319
ENSG00000250173	RP11-661C8.3	gene	NA
ENSG00000145506	NKD2	gene	85409
ENSG00000113504	SLC12A7	gene	10723
ENSG00000174358	SLC6A19	gene	340024
ENSG00000164363	SLC6A18	gene	348932
ENSG00000164362	TERT	gene	7015
ENSG00000049656	CLPTM1L	gene	81037
ENSG00000142319	SLC6A3	gene	6531
ENSG00000153395	LPCAT1	gene	79888
ENSG00000171421	MRPL36	gene	64979
ENSG00000145494	NDUFS6	gene	4726
ENSG00000113430	IRX4	gene	50805
ENSG00000170561	IRX2	gene	153572
ENSG00000186493	C5orf38	gene	153571
ENSG00000170549	IRX1	gene	79192
ENSG00000145536	ADAMTS16	gene	170690
ENSG00000164151	KIAA0947	gene	23379
ENSG00000133398	MED10	gene	84246
ENSG00000215218	UBE2QL1	gene	134111
ENSG00000037474	NSUN2	gene	54888
ENSG00000145545	SRD5A1	gene	6715
ENSG00000112941	PAPD7	gene	11044
ENSG00000078295	ADCY2	gene	108
ENSG00000215217	C5orf49	gene	134121
ENSG00000124275	MTRR	gene	4552
ENSG00000124279	FASTKD3	gene	79072
ENSG00000112902	SEMA5A	gene	9037
ENSG00000169777	TAS2R1	gene	50834
ENSG00000150756	FAM173B	gene	134145
ENSG00000150753	CCT5	gene	22948
ENSG00000164237	CMBL	gene	134147
ENSG00000145495	MARCH6	gene	10299
ENSG00000145491	ROPN1L	gene	83853
ENSG00000249160	RP11-1C1.5	gene	389273
ENSG00000164236	ANKRD33B	gene	651746
ENSG00000112977	DAP	gene	1611
ENSG00000169862	CTNND2	gene	1501
ENSG00000039139	DNAH5	gene	1767
ENSG00000038382	TRIO	gene	7204
ENSG00000145569	FAM105A	gene	54491
ENSG00000154124	FAM105B	gene	90268
ENSG00000154122	ANKH	gene	56172
ENSG00000183580	FBXL7	gene	23194
ENSG00000183654	MARCH11	gene	441061
ENSG00000173545	ZNF622	gene	90441
ENSG00000154153	FAM134B	gene	54463
ENSG00000145555	MYO10	gene	4651
ENSG00000176788	BASP1	gene	10409
ENSG00000145526	CDH18	gene	1016
ENSG00000154162	CDH12	gene	1010
ENSG00000164256	PRDM9	gene	56979
ENSG00000248874	C5orf17	gene	439936
ENSG00000040731	CDH10	gene	1008
ENSG00000113100	CDH9	gene	1007
ENSG00000113361	CDH6	gene	1004
ENSG00000113360	DROSHA	gene	29102
ENSG00000082213	C5orf22	gene	55322
ENSG00000133401	PDZD2	gene	23037
ENSG00000113384	GOLPH3	gene	64083
ENSG00000150712	MTMR12	gene	54545
ENSG00000056097	ZFR	gene	51663
ENSG00000113387	SUB1	gene	10923
ENSG00000113389	NPR3	gene	4883
ENSG00000181495	AC026703.1	gene	NA
ENSG00000113407	TARS	gene	6897
ENSG00000151388	ADAMTS12	gene	81792
ENSG00000182631	RXFP3	gene	51289
ENSG00000164175	SLC45A2	gene	51151
ENSG00000242110	AMACR	gene	23600
ENSG00000082196	C1QTNF3	gene	114899
ENSG00000039560	RAI14	gene	26064
ENSG00000205838	TTC23L	gene	153657
ENSG00000113456	RAD1	gene	5810
ENSG00000113460	BRIX1	gene	55299
ENSG00000168724	DNAJC21	gene	134218
ENSG00000113492	AGXT2	gene	64902
ENSG00000113494	PRLR	gene	5618
ENSG00000269027	AC010368.2	gene	NA
ENSG00000152582	SPEF2	gene	79925
ENSG00000168685	IL7R	gene	3575
ENSG00000152611	CAPSL	gene	133690
ENSG00000145626	UGT3A1	gene	133688
ENSG00000168671	UGT3A2	gene	167127
ENSG00000164187	LMBRD2	gene	92255
ENSG00000145604	SKP2	gene	6502
ENSG00000152620	NADK2	gene	133686
ENSG00000164188	RANBP3L	gene	202151
ENSG00000079215	SLC1A3	gene	6507
ENSG00000164190	NIPBL	gene	25836
ENSG00000197603	C5orf42	gene	65250
ENSG00000113569	NUP155	gene	9631
ENSG00000082068	WDR70	gene	55100
ENSG00000168621	GDNF	gene	2668
ENSG00000164318	EGFLAM	gene	133584
ENSG00000113594	LIFR	gene	3977
ENSG00000145623	OSMR	gene	9180
ENSG00000164327	RICTOR	gene	253260
ENSG00000082074	FYB	gene	2533
ENSG00000269215	AC008964.1	gene	NA
ENSG00000113600	C9	gene	735
ENSG00000153071	DAB2	gene	1601
ENSG00000171522	PTGER4	gene	5734
ENSG00000113638	TTC33	gene	23548
ENSG00000132356	PRKAA1	gene	5562
ENSG00000145592	RPL37	gene	6167
ENSG00000132357	CARD6	gene	84674
ENSG00000112936	C7	gene	730
ENSG00000171495	MROH2B	gene	133558
ENSG00000039537	C6	gene	729
ENSG00000182836	PLCXD3	gene	345557
ENSG00000083720	OXCT1	gene	5019
ENSG00000205765	C5orf51	gene	285636
ENSG00000151876	FBXO4	gene	26272
ENSG00000112964	GHR	gene	2690
ENSG00000198865	CCDC152	gene	100129792
ENSG00000250722	SEPP1	gene	6414
ENSG00000177721	ANXA2R	gene	389289
ENSG00000172262	ZNF131	gene	7690
ENSG00000177453	NIM1	gene	167359
ENSG00000112972	HMGCS1	gene	3157
ENSG00000151882	CCL28	gene	56477
ENSG00000151881	C5orf28	gene	64417
ENSG00000172244	C5orf34	gene	375444
ENSG00000172239	PAIP1	gene	10605
ENSG00000112992	NNT	gene	23530
ENSG00000070193	FGF10	gene	2255
ENSG00000112996	MRPS30	gene	10884
ENSG00000164588	HCN1	gene	348980
ENSG00000170571	EMB	gene	133418
ENSG00000151883	PARP8	gene	79668
ENSG00000016082	ISL1	gene	3670
ENSG00000248789	CTD-2203A3.1	gene	105378960
ENSG00000213949	ITGA1	gene	3672
ENSG00000152684	PELO	gene	53918
ENSG00000164171	ITGA2	gene	3673
ENSG00000164172	MOCS2	gene	4338
ENSG00000134363	FST	gene	10468
ENSG00000164258	NDUFS4	gene	4724
ENSG00000185305	ARL15	gene	54622
ENSG00000169271	HSPB3	gene	8988
ENSG00000178996	SNX18	gene	112574
ENSG00000249016	RP11-45H22.3	gene	NA
ENSG00000164283	ESM1	gene	11082
ENSG00000113088	GZMK	gene	3003
ENSG00000145649	GZMA	gene	3001
ENSG00000164287	CDC20B	gene	166979
ENSG00000164294	GPX8	gene	493869
ENSG00000234602	MCIDAS	gene	345643
ENSG00000152669	CCNO	gene	10309
ENSG00000067248	DHX29	gene	54505
ENSG00000039123	SKIV2L2	gene	23517
ENSG00000067113	PPAP2A	gene	8611
ENSG00000177058	SLC38A9	gene	153129
ENSG00000152670	DDX4	gene	54514
ENSG00000164509	IL31RA	gene	133396
ENSG00000268280	AC008914.1	gene	NA
ENSG00000134352	IL6ST	gene	3572
ENSG00000164512	ANKRD55	gene	79722
ENSG00000248727	CTC-236F12.4	gene	102467147
ENSG00000225940	AC022431.2	gene	101928448
ENSG00000095015	MAP3K1	gene	4214
ENSG00000155542	SETD9	gene	133383
ENSG00000155545	MIER3	gene	166968
ENSG00000062194	GPBP1	gene	65056
ENSG00000169067	ACTBL2	gene	345651
ENSG00000145632	PLK2	gene	10769
ENSG00000175857	GAPT	gene	202309
ENSG00000250127	CTD-2117L12.1	gene	101928600
ENSG00000152932	RAB3C	gene	115827
ENSG00000113448	PDE4D	gene	5144
ENSG00000224838	FKSG52	gene	NA
ENSG00000035499	DEPDC1B	gene	55789
ENSG00000164181	ELOVL7	gene	79993
ENSG00000049167	ERCC8	gene	1161
ENSG00000164182	NDUFAF2	gene	91942
ENSG00000269267	AC008498.1	gene	NA
ENSG00000188725	SMIM15	gene	643155
ENSG00000130449	ZSWIM6	gene	57688
ENSG00000178722	C5orf64	gene	285668
ENSG00000068796	KIF2A	gene	3796
ENSG00000086189	DIMT1	gene	27292
ENSG00000086200	IPO11	gene	51194
ENSG00000268942	CKS1B	gene	NA
ENSG00000186105	LRRC70	gene	100130733
ENSG00000178394	HTR1A	gene	3350
ENSG00000164197	RNF180	gene	285671
ENSG00000186479	RGS7BP	gene	401190
ENSG00000145642	FAM159B	gene	100132916
ENSG00000153006	SREK1IP1	gene	285672
ENSG00000153015	CWC27	gene	10283
ENSG00000049192	ADAMTS6	gene	11174
ENSG00000123219	CENPK	gene	64105
ENSG00000113593	PPWD1	gene	23398
ENSG00000113595	TRIM23	gene	373
